#  INDEX    X            Y            INTENSITY    ELLIPT    ANGLE
 13270   0.32334800   0.44043133         120379    0.1380    163.9
 13271   0.34651000   0.63023800          15113    0.2400     90.6
 13272   0.01321933   0.42179000         447138    0.3310    178.8
 13273   0.12194667   0.30770133          59403    0.4510     43.0
 13274   0.71490800   0.11244267         297428    0.1100     37.0
 13275   0.58858733   0.16009400          22396    0.3360    159.3
 13276   0.42263200   0.99889867           7823    0.6680     89.7
 13277   0.89782467   0.25775000          31852    0.5050     96.6
 13278   0.52785533   0.28099467          35980    0.2580     21.3
 13279   0.16223467   0.91669333          31906    0.1320    143.6
 13280   0.46999933   0.53766467           4331    0.3200      1.0
 13281   0.34537267   0.29390333         231523    0.0790     68.6
 13282   0.62994800   0.28169067          53672    0.0030     25.9
 13283   0.24556867   0.41011133         357478    0.1470     32.4
 13284   0.15799933   0.09905667         183488    0.0600     37.5
 13285   0.97579533   0.04695267          32495    0.2180     20.5
 13286   0.48361867   0.12878467           8975    0.0710     64.6
 13287   0.33635067   0.08329333          27270    0.4590    178.6
 13288   0.91579800   0.58794200         257190    0.0550     78.2
 13289   0.69582000   0.55586200          15280    0.2090    111.2
 13290   0.29212533   0.30875600          37184    0.0410    124.8
 13291   0.53563667   0.65610333          46894    0.0170     11.8
 13292   0.84684400   0.62088867         137070    0.1330     90.5
 13293   0.35098467   0.38477733           5913    0.6930     97.7
 13294   0.38097400   0.36084733           9187    0.1740    179.7
 13295   0.10310133   0.71591733          50539    0.1350     15.7
 13296   0.85731267   0.00143267          19278    0.6740     86.9
 13297   0.53341533   0.52189267         125609    0.0580      7.2
 13298   0.06634800   0.79885600          12848    0.1840     10.1
 13299   0.03924667   0.38105400           9914    0.2570    100.8
 13300   0.24890600   0.41886000         194578    0.4070      6.1
 13301   0.33223400   0.45698133          77925    0.1950    156.4
 13302   0.44682333   0.28795467           4608    0.3990     33.3
 13303   0.28146533   0.11528333          65811    0.0810     89.6
 13304   0.74484867   0.47639667          32970    0.1040     61.9
 13305   0.22689600   0.25684133           6644    0.3530    121.2
 13306   0.09763800   0.97490200          37688    0.1050      6.3
 13307   0.90437600   0.93015067         259523    0.0630     16.5
 13308   0.39127467   0.23190867          13918    0.2440     34.6
 13309   0.59098667   0.03072200         132854    0.1060      6.0
 13310   0.20089333   0.06455667          15761    0.1620      5.2
 13311   0.02126133   0.98993000          24869    0.6200    153.0
 13312   0.72489600   0.59306600           4771    0.2000     47.6
 13313   0.14193867   0.52606867          13056    0.0130     52.3
 13314   0.86203000   0.54782067          25573    0.4110    158.2
 13315   0.77147667   0.68581000          70859    0.0550    117.3
 13316   0.28010267   0.49423733         217658    0.2060     39.7
 13317   0.59876200   0.28682600         479650    0.0640    163.3
 13318   0.99817667   0.33607867          30667    0.2380    174.1
 13319   0.09065733   0.17791400          73273    0.2730     62.7
 13320   0.62345133   0.05710733          20381    0.1420     56.4
 13321   0.84135333   0.53845267          25666    0.1940    105.7
 13322   0.09176667   0.61325400           8957    0.2460    166.6
 13323   0.07599800   0.79435867           3848    0.3250      0.0
 13324   0.94109400   0.39920600         176681    0.0170    133.8
 13325   0.66371067   0.45402200          41471    0.3410    171.4
 13326   0.45022067   0.26488733          41774    0.3970     88.5
 13327   0.43085333   0.59365267         163648    0.0760     82.1
 13328   0.74962333   0.14274667          43064    0.4730      3.8
 13329   0.43049133   0.18326267           5729    0.3080    106.1
 13330   0.89307667   0.82848733           5169    0.5940     94.1
 13331   0.42715267   0.40401800         330646    0.2520     88.7
 13332   0.16388800   0.11599200         193109    0.3720    151.6
 13333   0.40751000   0.28810200           8786    0.3370    157.0
 13334   0.98732867   0.40435667          17284    0.1660      2.0
 13335   0.93265533   0.03786133         309343    0.1520    167.0
 13336   0.74766000   0.56387467          86383    0.0770     47.3
 13337   0.77728667   0.18084933          88675    0.4160     26.6
 13338   0.19099467   0.57600067           3607    0.3300     90.4
 13339   0.46951267   0.81317933          12143    0.6030    177.4
 13340   0.62477133   0.12539400          23147    0.2710     98.9
 13341   0.86017467   0.76987667           7203    0.7050     49.1
 13342   0.03542133   0.50917000          11906    0.3230    105.1
 13343   0.30953600   0.04318733          24332    0.0830    104.4
 13344   0.53699400   0.14711867          65473    0.3510    144.3
 13345   0.25498800   0.16400067           3673    0.3310     90.1
 13346   0.91258800   0.76441267         336606    0.3110     84.4
 13347   0.12856400   0.50888533          54709    0.1450    105.8
 13348   0.57656133   0.79512133          80798    0.1420    154.9
 13349   0.22907867   0.84893933          17978    0.3590    146.9
 13350   0.38396800   0.84865200         154927    0.1470    146.5
 13351   0.65732000   0.55317133          15319    0.4030     63.3
 13352   0.60223933   0.24976933          17186    0.2780     92.3
 13353   0.90793533   0.14503667         131552    0.3060     14.2
 13354   0.47522200   0.48468733           7628    0.1930     53.2
 13355   0.06310333   0.40303267          34699    0.3850      1.3
 13356   0.08151067   0.32978733         149918    0.0900    173.4
 13357   0.03176867   0.59768533         111194    0.0580     81.3
 13358   0.84576333   0.33108333          45940    0.0780    119.1
 13359   0.79964333   0.91103467         349471    0.2540     66.4
 13360   0.99335133   0.54187467         191068    0.3470      7.0
 13361   0.56825200   0.13594000          68406    0.1190    127.7
 13362   0.36926000   0.99254667          53795    0.0610    118.0
 13363   0.53592200   0.21840667           7083    0.5120     12.3
 13364   0.54805067   0.49234067         264911    0.0580     61.7
 13365   0.02167800   0.50781667           6736    0.1590      0.3
 13366   0.66733467   0.93310000         143441    0.0360    107.9
 13367   0.73001400   0.67141800          16341    0.0080    115.7
 13368   0.59073933   0.67121467         459265    0.1270     76.1
 13369   0.09191867   0.60816133         124237    0.3150     39.6
 13370   0.96957600   0.26249200          73352    0.1460    153.0
 13371   0.60899400   0.35029067          16399    0.5450     82.0
 13372   0.72569333   0.83785333          98220    0.0120     34.4
 13373   0.48650133   0.83600333           8645    0.2380      1.6
 13374   0.96199000   0.09820400         130854    0.2660    149.9
 13375   0.63546933   0.75963933          56663    0.1390      1.1
 13376   0.96941000   0.02699000           6980    0.5120      0.6
 13377   0.30076933   0.16615467         116134    0.0270    136.9
 13378   0.18317067   0.41483333         101575    0.0150     12.6
 13379   0.85706800   0.33406067          58100    0.1740    147.8
 13380   0.56013067   0.20941467         245526    0.1100    101.7
 13381   0.01782600   0.75326200           5535    0.3740     18.9
 13382   0.14756400   0.66071867         163690    0.4030    146.1
 13383   0.20980467   0.97152333         100289    0.1260    162.3
 13384   0.46009000   0.47367200         328793    0.0730    154.7
 13385   0.91615533   0.73642733         321132    0.0550    162.1
 13386   0.56277667   0.73810867         153931    0.3610     61.0
 13387   0.42441000   0.70522933          50484    0.1100    106.4
 13388   0.79117267   0.81588200          29489    0.0600     84.1
 13389   0.84460133   0.37049400          13082    0.1820     87.9
 13390   0.68826133   0.89752467           5804    0.2150     46.6
 13391   0.97334000   0.97368400           5925    0.1310     88.7
 13392   0.08789000   0.83276733         193307    0.1540     31.9
 13393   0.53465333   0.09088800         186777    0.1160     17.7
 13394   0.29837467   0.33847933          44593    0.1450      9.3
 13395   0.89602067   0.06235467          18042    0.2530    155.2
 13396   0.91190733   0.94923600          10096    0.3920    174.3
 13397   0.29539867   0.73239000         263995    0.2230     19.0
 13398   0.50192267   0.12990333         218464    0.2160      7.2
 13399   0.80675400   0.41907933          56888    0.4650    165.8
 13400   0.97304333   0.20018533          37778    0.1340    179.1
 13401   0.50941733   0.35781400         106753    0.3570     77.4
 13402   0.74246867   0.42719267          13737    0.7280    145.7
 13403   0.11308800   0.15139000           6052    0.4210    145.0
 13404   0.62095867   0.29426000          31462    0.2680    131.2
 13405   0.55048933   0.18614600         305848    0.1110    117.7
 13406   0.28479000   0.56789200         312095    0.1240    170.4
 13407   0.25896867   0.68143133          26696    0.1650    150.5
 13408   0.40222133   0.53389333          79840    0.1630    118.8
 13409   0.06448667   0.28126933          30871    0.5770    174.7
 13410   0.74941733   0.37838600          21279    0.1290     21.3
 13411   0.66722933   0.85530533           4826    0.4050      0.8
 13412   0.46287800   0.08295333         103733    0.1240    159.2
 13413   0.48713267   0.00819200         382691    0.1490     75.9
 13414   0.30735733   0.45783867         208875    0.1270     85.1
 13415   0.50459733   0.41496333          26432    0.1450    109.5
 13416   0.32112067   0.82106133           6084    0.1650     45.9
 13417   0.06994933   0.57291467         186417    0.0350    156.1
 13418   0.22648267   0.80272400         235362    0.1080    106.6
 13419   0.00186200   0.12630067           7597    0.2740     72.7
 13420   0.35756000   0.25916400          12275    0.2450    134.5
 13421   0.76108667   0.99638200           6410    0.1750     44.3
 13422   0.79924467   0.84202733           6886    0.3520      5.2
 13423   0.19042867   0.08486133         105693    0.1200     84.0
 13424   0.07069067   0.18206333           7469    0.1730     71.1
 13425   0.98646267   0.80058133         241378    0.0400    145.9
 13426   0.06427933   0.15500000          21027    0.6490     90.0
 13427   0.76505133   0.16941400          32037    0.0700     24.3
 13428   0.07601733   0.93319933         119196    0.1000     62.1
 13429   0.91332267   0.73746600           4357    0.4350     89.5
 13430   0.01759400   0.91293800         255228    0.1720    161.1
 13431   0.35171333   0.11871133          65573    0.5050    121.8
 13432   0.80169667   0.84776200           8284    0.1840      0.8
 13433   0.03977000   0.07818933         289389    0.0460    122.5
 13434   0.33161867   0.98125133          20696    0.0630    141.5
 13435   0.60571800   0.20855333         130838    0.3620     87.9
 13436   0.95196867   0.08138600          53293    0.1560     69.0
 13437   0.82594533   0.13389533         285183    0.0330     38.0
 13438   0.08774200   0.62615467          21419    0.2060    166.1
 13439   0.16025467   0.82013467         255913    0.1440     25.6
 13440   0.55790267   0.09996467          35076    0.1730     81.6
 13441   0.42768933   0.80709267         148876    0.4530    119.7
 13442   0.64838533   0.72266067          91960    0.1050    172.6
 13443   0.95287667   0.46491600          53210    0.2200     48.7
 13444   0.19361600   0.55192333          24821    0.2520     36.2
 13445   0.41529933   0.35501933         260193    0.1460     86.6
 13446   0.85531200   0.58067067         188751    0.0900     67.9
 13447   0.31590067   0.34358867          44176    0.3720     88.1
 13448   0.10404667   0.36653133         406799    0.2440    163.5
 13449   0.86765733   0.93009733         259439    0.1180     52.1
 13450   0.12143667   0.10317267         417842    0.2310     79.0
 13451   0.56188067   0.39678267          50747    0.1130    135.2
 13452   0.79213867   0.91568133          10552    0.3720     72.9
 13453   0.42273200   0.40120600          94517    0.1330    139.6
 13454   0.60760200   0.49540333           5872    0.6610     84.0
 13455   0.09809133   0.41002800          33555    0.4730      2.3
 13456   0.83804867   0.35948267          10195    0.2700     47.6
 13457   0.90369533   0.21242733          27352    0.0870    136.8
 13458   0.40158267   0.44422667         141485    0.1380    165.0
 13459   0.34425867   0.62134333          80652    0.0300     20.5
 13460   0.55033200   0.76249600         178144    0.0910    122.0
 13461   0.82999933   0.49000067         260454    0.0390    130.5
 13462   0.93214200   0.57871200          25437    0.0800    164.9
 13463   0.16605600   0.44333600          73958    0.1390    112.7
 13464   0.98265000   0.12473267          12911    0.2510    132.8
 13465   0.37576133   0.90153733         214783    0.1120     58.6
 13466   0.91672600   0.06036200         314870    0.0950      6.6
 13467   0.15084067   0.55576467           5299    0.7330     94.1
 13468   0.57028467   0.98336600          28989    0.5890    157.6
 13469   0.38235267   0.02677200         163441    0.2050     92.9
 13470   0.49301733   0.10713000           8897    0.4750     50.9
 13471   0.04131800   0.22868533         102989    0.6030     43.5
 13472   0.31245600   0.08797133          15830    0.1660    172.6
 13473   0.31362133   0.05749000          18749    0.2420     12.7
 13474   0.07881667   0.86872000           4772    0.4650     81.9
 13475   0.27062267   0.18527533          27912    0.2810      3.9
 13476   0.02948267   0.61937467           4661    0.4540    178.6
 13477   0.25985333   0.80270267          17957    0.2850     61.2
 13478   0.91445400   0.17518400          39338    0.2410     47.8
 13479   0.17975733   0.42570800         286220    0.0550     91.2
 13480   0.17545400   0.38392933         143797    0.1490    145.9
 13481   0.23268200   0.80906400         102473    0.0350     89.4
 13482   0.33270133   0.01384000          48753    0.0970     39.4
 13483   0.92062200   0.79216200          54782    0.1120     47.1
 13484   0.27392333   0.54510067          85022    0.1290    176.0
 13485   0.69565467   0.04776333          16500    0.5190    129.9
 13486   0.39021133   0.75609400          47594    0.2830      4.3
 13487   0.25359400   0.77471400         372053    0.3720    104.3
 13488   0.81319267   0.26099733          84088    0.0690    178.3
 13489   0.43600133   0.66035333           3748    0.3290    178.8
 13490   0.88885467   0.86375933          79680    0.2810     81.1
 13491   0.26087133   0.70278200         272345    0.2440      0.5
 13492   0.48529200   0.86196467          92456    0.0560    176.7
 13493   0.77323533   0.35388333           8763    0.1880     48.1
 13494   0.57681800   0.19992800         216184    0.0170     68.9
 13495   0.17979267   0.48810933          72398    0.4570     15.6
 13496   0.72020867   0.84888800         185660    0.4070    141.2
 13497   0.95495200   0.82236133          23188    0.0780     36.8
 13498   0.26052467   0.62026467         202264    0.0190     25.5
 13499   0.14856533   0.41710267         203316    0.2450     53.5
 13500   0.57498133   0.58853133          13312    0.3200    177.0
 13501   0.20051133   0.38962667          31681    0.2490    167.3
 13502   0.01816467   0.69836400          44137    0.3480     24.3
 13503   0.63519333   0.07069333          35238    0.2720     18.5
 13504   0.50609067   0.02317200          17506    0.2900    170.0
 13505   0.52725867   0.26206733         111443    0.0180     28.5
 13506   0.23866267   0.39908333         113886    0.0700     10.2
 13507   0.46506933   0.06127200          18211    0.2830     22.6
 13508   0.14373133   0.57715133           9997    0.2690     85.8
 13509   0.40472467   0.14758733         280680    0.2080     11.5
 13510   0.79800133   0.89378867         301016    0.3730     22.2
 13511   0.60532133   0.75738733         140519    0.0120     17.1
 13512   0.90336000   0.37075333         127616    0.0700     62.2
 13513   0.39270800   0.99004200          23449    0.2630     12.2
 13514   0.56152667   0.67171400          15416    0.4590     15.4
 13515   0.82410133   0.82243867          33094    0.5070     58.6
 13516   0.72300800   0.26692133          23608    0.1470     97.5
 13517   0.52041867   0.46862000          73595    0.1360      9.6
 13518   0.46986200   0.31795133         462624    0.0830    102.2
 13519   0.11264533   0.38891333          56646    0.2430     41.2
 13520   0.11019400   0.78732933          12861    0.2560      4.8
 13521   0.70603000   0.86835000         121215    0.1040      2.1
 13522   0.99700333   0.92939867          28068    0.2940     53.2
 13523   0.16636467   0.86011200         333078    0.1020     55.9
 13524   0.36656400   0.09898933         112098    0.3070    144.0
 13525   0.69211467   0.76826867          22998    0.0700     52.5
 13526   0.23073933   0.47086867          40133    0.1920    160.7
 13527   0.84836933   0.71344467         135038    0.1110     27.8
 13528   0.57082667   0.51773533         135112    0.1650     28.3
 13529   0.08242467   0.72395600         125621    0.1170     91.0
 13530   0.04208733   0.39907600          39104    0.0390    102.0
 13531   0.87189667   0.62678200         242360    0.0690    129.3
 13532   0.50743600   0.61380467           7209    0.1170     82.2
 13533   0.07780333   0.00127267           7402    0.5490     95.2
 13534   0.30444267   0.58346067           5564    0.2750    123.4
 13535   0.95189933   0.82018000          63593    0.0770    170.8
 13536   0.35644067   0.41369467         306349    0.0670     36.8
 13537   0.27386067   0.94504267          22572    0.3050    150.4
 13538   0.76771267   0.11042333         190871    0.0660     53.2
 13539   0.49377800   0.72668067          97541    0.0960    162.7
 13540   0.10041600   0.26710133         231298    0.1480     67.0
 13541   0.14629800   0.55132867         190344    0.6400     77.9
 13542   0.21870933   0.06276667         195896    0.0670     99.8
 13543   0.86779333   0.18269067          34934    0.2590      3.6
 13544   0.67073333   0.42683000         324666    0.0640     27.8
 13545   0.77266133   0.45457667          36661    0.2340    127.6
 13546   0.19848600   0.69433933          59881    0.0450     92.4
 13547   0.31888867   0.91140867          74635    0.0210    172.5
 13548   0.50932400   0.62347933          34199    0.2310    163.3
 13549   0.69193133   0.15529733         359564    0.2500    113.0
 13550   0.52092533   0.20270600         296405    0.4900     24.7
 13551   0.04274667   0.38616600          50621    0.3100    151.4
 13552   0.27755267   0.62422867         149870    0.2820     83.4
 13553   0.65680533   0.23956600          40500    0.5600     42.1
 13554   0.29521200   0.42979000         158212    0.1970     72.3
 13555   0.22756400   0.09873467          75006    0.3320     51.6
 13556   0.60861667   0.41503000           7516    0.3800    107.6
 13557   0.24599067   0.48734667         123548    0.0990     14.4
 13558   0.00195533   0.82127267         125820    0.3640      0.9
 13559   0.15358200   0.51478333          34604    0.6380    142.5
 13560   0.27427600   0.49101267          84267    0.3140     89.0
 13561   0.65271333   0.00119667           5487    0.4220     89.0
 13562   0.78881067   0.70376400           4096    0.4730    112.3
 13563   0.10518067   0.94395067          22385    0.3020     84.2
 13564   0.84888133   0.85433533         167587    0.1020     15.0
 13565   0.30072933   0.60253933         108344    0.2080     27.6
 13566   0.38428267   0.12490333          16312    0.6310    174.0
 13567   0.66611133   0.53949600         104793    0.0980    166.7
 13568   0.07583933   0.10129000          97366    0.4530     91.4
 13569   0.80832733   0.94324800          11849    0.6460     16.9
 13570   0.70501133   0.00815533         468668    0.0600    154.2
 13571   0.41390733   0.95493400         126191    0.4940     33.1
 13572   0.58208000   0.49599867           2374    0.0440    149.4
 13573   0.01121733   0.49953600         133466    0.0760    155.0
 13574   0.66699533   0.12466800          59237    0.0310    121.9
 13575   0.91178267   0.84634933         297015    0.0120     26.6
 13576   0.88063333   0.72576800         325710    0.3910     74.2
 13577   0.51301333   0.83300467          37313    0.0580    137.6
 13578   0.74972867   0.29938267          44708    0.3170    127.4
 13579   0.22951267   0.22834400          24079    0.4370    164.5
 13580   0.34401000   0.80249267          29422    0.3240      6.1
 13581   0.65792333   0.66950133          29039    0.1620     76.1
 13582   0.14067067   0.58827600         121507    0.0870     15.5
 13583   0.84382733   0.70571267          25017    0.1270     99.1
 13584   0.94690000   0.05610067         350194    0.3590     55.6
 13585   0.85047267   0.84779600          66617    0.1560    105.7
 13586   0.76282667   0.50663933          78205    0.2370     85.0
 13587   0.83868733   0.89803200          12884    0.0970    113.0
 13588   0.59420600   0.89762733         100289    0.1270    139.8
 13589   0.27569600   0.93400067           5092    0.3090     89.0
 13590   0.54488667   0.95478133         181727    0.0690    134.8
 13591   0.85994000   0.23482400          90023    0.1200     18.6
 13592   0.58025800   0.00526333         100285    0.2560    125.1
 13593   0.55638133   0.65517267          23964    0.1490    164.6
 13594   0.58562533   0.60615600         122895    0.1040    143.1
 13595   0.99733867   0.79603200           5394    0.4980     15.6
 13596   0.02931200   0.77746933         162367    0.0930    113.7
 13597   0.53385600   0.83301667          98586    0.1630     86.9
 13598   0.21160800   0.00401733         181068    0.1210      7.2
 13599   0.36396467   0.34947267          45705    0.0880     19.8
 13600   0.56743400   0.37676867          46055    0.1610    154.6
 13601   0.45220867   0.14804800          75643    0.1120     73.8
 13602   0.19430000   0.51681067          59641    0.1020    179.7
 13603   0.43974800   0.35418600         184872    0.0590      6.5
 13604   0.67798267   0.12195533          56322    0.1400     85.8
 13605   0.07334333   0.76241800          33896    0.4500    143.7
 13606   0.71033533   0.90677867          26021    0.1350     14.5
 13607   0.03754267   0.38769933          27829    0.3020    107.7
 13608   0.72384333   0.88924133         230919    0.0880     77.0
 13609   0.06379067   0.30220133         240742    0.3260    106.7
 13610   0.94691600   0.36412867         156631    0.0760    173.8
 13611   0.60060600   0.30714800          90885    0.3180    142.8
 13612   0.86834800   0.63746067          10538    0.2440     45.0
 13613   0.49868267   0.64466800           9618    0.0180    176.3
 13614   0.18453733   0.26172800         114800    0.1750    109.1
 13615   0.63881667   0.75612467          13636    0.3000      5.6
 13616   0.28640467   0.64148000          94599    0.1230    170.1
 13617   0.95632333   0.37069533          71018    0.4950     28.4
 13618   0.53856800   0.68812467          10460    0.3360     62.9
 13619   0.86427067   0.07150533           5883    0.3600    173.5
 13620   0.59924800   0.96379933         405718    0.1030    147.2
 13621   0.53627333   0.88007267          23332    0.1210    100.1
 13622   0.49273733   0.90553400         220369    0.0450    146.5
 13623   0.74648800   0.23695867         144426    0.1220    119.6
 13624   0.20308067   0.25348933          48049    0.0750     38.9
 13625   0.27491267   0.48421333          40955    0.2110     61.3
 13626   0.10636400   0.63313933          11695    0.3350    103.8
 13627   0.58598733   0.41599467           5234    0.4920      0.1
 13628   0.71056267   0.35191400         128635    0.1990    127.2
 13629   0.49115267   0.41434600           8211    0.1730     90.8
 13630   0.01401000   0.85357200         330448    0.4750      7.2
 13631   0.05673800   0.10662600         127680    0.1700    122.3
 13632   0.39654600   0.26389000          38918    0.0920     40.9
 13633   0.41188133   0.31317867          43923    0.1310    174.0
 13634   0.65152800   0.28475000         108384    0.0820    148.8
 13635   0.82636933   0.71219200         370502    0.3740     68.4
 13636   0.34176533   0.08834533          29400    0.6150     91.5
 13637   0.84302333   0.12090200          42962    0.0930    130.7
 13638   0.53548800   0.79621333          94028    0.1540     23.0
 13639   0.76602867   0.63505400          14439    0.1500     89.2
 13640   0.53994733   0.21884400          92882    0.0850     14.1
 13641   0.27562867   0.32328800         220603    0.1550      1.2
 13642   0.32770400   0.53005667          15370    0.3470      8.6
 13643   0.58066333   0.20882867          13573    0.6470     10.1
 13644   0.42189467   0.34775067          24209    0.3600     83.4
 13645   0.10022667   0.02589467         148006    0.1200     90.5
 13646   0.70675600   0.20464400         167000    0.2730     22.9
 13647   0.26915667   0.60255000          18895    0.1840     22.9
 13648   0.18386467   0.35533933          34121    0.3470    115.1
 13649   0.14405133   0.09266467           5531    0.4910     89.4
 13650   0.46766667   0.64556533          19971    0.6460      0.0
 13651   0.70056200   0.85510067          24265    0.3380     13.0
 13652   0.07131000   0.38541400           7146    0.3280     83.7
 13653   0.21631600   0.28532667           4663    0.6440     40.8
 13654   0.61233333   0.88580733          13135    0.6030      0.0
 13655   0.04771133   0.99357200         306726    0.0390    153.0
 13656   0.15936200   0.87795867          30433    0.1940      4.5
 13657   0.65985933   0.15489733           4402    0.2710    149.5
 13658   0.57221333   0.85868600          17743    0.3490    123.3
 13659   0.67987133   0.01975533         104194    0.2460    148.1
 13660   0.33194133   0.16254133          26770    0.6510    175.6
 13661   0.76603667   0.11964333           4221    0.3320      1.5
 13662   0.94420467   0.60915533          62713    0.3430      5.1
 13663   0.80669067   0.81560867           4620    0.3180    179.6
 13664   0.10511000   0.12723467          12055    0.1850    134.0
 13665   0.53770400   0.59648133          70654    0.1190     48.4
 13666   0.65680933   0.85609467         413286    0.1020     86.7
 13667   0.99855933   0.80480133          49946    0.7430      6.7
 13668   0.05264467   0.76084467           7308    0.2230     87.4
 13669   0.55296133   0.30187200           4808    0.0610     82.4
 13670   0.47960800   0.49980000          80384    0.3050    143.3
 13671   0.57221733   0.28592267          46668    0.5130     88.9
 13672   0.52952600   0.64687133          15766    0.1950     86.5
 13673   0.39203067   0.91922600          66413    0.0670     51.0
 13674   0.36731533   0.46891600          76793    0.0940    130.0
 13675   0.13585600   0.85236933          64246    0.1040     74.9
 13676   0.34539200   0.02376867          90004    0.2640     37.6
 13677   0.55032733   0.95891400         137950    0.1090    113.4
 13678   0.35947267   0.64436467          16908    0.3600    178.1
 13679   0.84843867   0.28589000          53904    0.1360    145.8
 13680   0.25219133   0.05381733         147613    0.5030    116.1
 13681   0.32554733   0.15394067         373627    0.0840    153.2
 13682   0.20007000   0.95174067          15226    0.5700    169.4
 13683   0.43741600   0.03920000         267548    0.0930     89.9
 13684   0.03331933   0.68560067          30947    0.0950    105.3
 13685   0.01151667   0.12151933          18746    0.1050    134.4
 13686   0.63155600   0.36403533          14088    0.0880     13.0
 13687   0.31646000   0.88109600         388969    0.4170     26.4
 13688   0.99007867   0.22524533           9855    0.1150     47.5
 13689   0.85596800   0.86661667          74441    0.4020    146.3
 13690   0.26431267   0.97639667         409627    0.1060    137.2
 13691   0.28334067   0.58299000          48314    0.0400     57.2
 13692   0.32232933   0.96145067          56576    0.2240     45.0
 13693   0.53175000   0.06175800         258656    0.0750    140.2
 13694   0.62624867   0.06909400          16034    0.2200     84.6
 13695   0.69186800   0.20600733          52630    0.2710    160.4
 13696   0.05437333   0.48285400          17388    0.2580     80.4
 13697   0.83062533   0.67585600         330284    0.0550    158.3
 13698   0.11348733   0.97796200          61637    0.0690     77.4
 13699   0.39606533   0.27698667         101699    0.4400     54.6
 13700   0.62998800   0.44666067          50160    0.4280    135.1
 13701   0.56391800   0.86145267          55927    0.1570    154.4
 13702   0.23193667   0.12351533          58764    0.0910    155.9
 13703   0.74561133   0.72316267          54624    0.1120      5.4
 13704   0.61401200   0.76451933         154102    0.3020    143.5
 13705   0.79909733   0.38132667           8891    0.2900     40.5
 13706   0.99833133   0.18037467          71915    0.3900      5.9
 13707   0.58508867   0.68558800           4845    0.1920    133.9
 13708   0.39855000   0.42939133          31384    0.2400     77.2
 13709   0.50173867   0.66562333          75221    0.0160    156.1
 13710   0.89850333   0.63901067          17038    0.6630    148.4
 13711   0.10180333   0.73566600           6742    0.1650     89.0
 13712   0.07101067   0.88813400           4351    0.0750     88.1
 13713   0.09024000   0.11922067          45427    0.0950    140.7
 13714   0.28049400   0.81719600         148981    0.0680     50.7
 13715   0.53035733   0.06545600          29403    0.1790     43.2
 13716   0.68541333   0.47682867         186664    0.5300     57.6
 13717   0.25163533   0.32388733         243309    0.1850    104.3
 13718   0.95046467   0.46676533         181650    0.2480     93.8
 13719   0.27466733   0.14634267           4143    0.5070     26.6
 13720   0.68936400   0.34839933          78744    0.1370    120.6
 13721   0.98395467   0.24206800           5617    0.2990    136.1
 13722   0.84156267   0.95220733          41092    0.0750    173.5
 13723   0.39030600   0.76466733           4327    0.3240     90.2
 13724   0.46024800   0.41846133          77034    0.4280     10.8
 13725   0.80906400   0.07741400         132780    0.0420     48.6
 13726   0.10050267   0.75354467          29454    0.1080    113.1
 13727   0.38807133   0.50692067         271767    0.0160    126.1
 13728   0.79667200   0.04426067          35101    0.2330     78.9
 13729   0.55606733   0.54827800         151104    0.0280    168.9
 13730   0.29398133   0.75892133           5522    0.3000      1.0
 13731   0.23829800   0.84731600           8685    0.3540    173.5
 13732   0.86618800   0.41553800         319070    0.0870    150.0
 13733   0.85523133   0.98136800          32458    0.0350     11.6
 13734   0.86005467   0.71446400           6384    0.5650      5.5
 13735   0.65064867   0.84698133          16408    0.2890     12.0
 13736   0.49948200   0.34359200          43236    0.1180     94.6
 13737   0.06046267   0.45364333          13798    0.1220     19.0
 13738   0.70360133   0.89089933          23664    0.4720    175.8
 13739   0.27280867   0.77357267          24311    0.3310    174.9
 13740   0.58709200   0.99748400          59339    0.2470    103.6
 13741   0.64638067   0.91399867         321355    0.2270    162.8
 13742   0.49665533   0.46364733          55381    0.3590      0.8
 13743   0.07361933   0.02040467         251351    0.0620     13.0
 13744   0.79998200   0.78790933         258776    0.4780    103.3
 13745   0.98120133   0.95788867          22035    0.2620    147.8
 13746   0.45554333   0.59465867          95314    0.2170      0.2
 13747   0.30216600   0.07403400         240628    0.1360     20.6
 13748   0.12411200   0.11509600           4236    0.1410    106.5
 13749   0.85727467   0.00677200          83622    0.3150    170.8
 13750   0.77911000   0.22045533          49120    0.0380    106.5
 13751   0.25644133   0.13670867          34865    0.2880    154.0
 13752   0.25817667   0.81670467           9069    0.3080     37.4
 13753   0.08699800   0.77574667          90071    0.0460     57.1
 13754   0.24914867   0.93171933         395198    0.0530     11.7
 13755   0.16704133   0.55366667         249765    0.3690      0.1
 13756   0.05005067   0.54202200         111201    0.0660    117.1
 13757   0.23658200   0.06756867           8467    0.5810     76.9
 13758   0.99389133   0.69612267          33993    0.1710     22.7
 13759   0.60162400   0.77228000          87667    0.1370    172.8
 13760   0.54133600   0.64775200          28287    0.1730     91.1
 13761   0.83039533   0.60438000          35484    0.3640    108.0
 13762   0.12147600   0.56541667          91487    0.1550     75.5
 13763   0.06235800   0.00431133          95950    0.3790     42.7
 13764   0.09624133   0.23105867          14148    0.3740    175.2
 13765   0.38335467   0.30666933         104840    0.0790      9.7
 13766   0.40463667   0.38344933          42889    0.2240    174.0
 13767   0.30492933   0.95763400         252274    0.2520    165.4
